,Year,Structure Number,Avg Daily Traffic,Age,Deck Area,Structure Type,Max Span Length,Deck Width,Deck Rating,Str Evl Apr,Operating Rating (Tons),District,108C - Deck Protection Code,Wrng Surf Type Code,Maximum Temperature,Minimum Temperature,Number of Freeze-Thaw Cycles,Time of Wetness,Prevailing Wind Direction,Mean Wind Speed,Number of Days with Measurable Precipitation,Maintenance Count,Previous Record 1,Previous Record 2
16148,2005,3115941,100,29,10414,1,69,42,7,7,44,8,0,9,36,-14,91,3476,158,1,131,0,7,7
17211,2006,3115941,100,30,10414,1,69,42,7,7,44,8,0,9,35,-14,103,4070,148,1,131,0,7,7
17819,2007,3115941,100,31,10414,1,69,42,7,7,44,8,0,9,37,-21,87,3000,147,1,122,0,7,7
18495,2008,3115941,100,32,10414,1,69,42,7,6,44,8,0,9,34,-16,96,3412,146,1,135,0,7,7
19140,2009,3115941,100,33,10414,1,69,42,7,6,44,8,0,9,31,-20,87,3977,158,1,135,0,7,7
20142,2010,3115941,100,34,10414,1,69,42,7,8,44,8,0,9,36,-15,60,2835,148,1,110,0,7,7
21156,2011,3115941,100,35,10414,1,69,42,7,8,44,8,0,9,37,-17,80,4197,142,1,152,0,7,7
21845,2012,3115941,100,36,10414,1,69,42,7,8,44,8,0,9,40,-11,90,3250,152,1,120,0,7,7
22492,2013,3115941,100,37,10414,1,69,42,7,8,44,8,0,9,35,-19,107,3427,147,1,142,0,7,7
23594,2014,3115941,100,38,10414,1,69,42,7,8,44,8,0,9,34,-22,94,3249,145,1,143,0,7,7
23949,2015,3115941,100,39,10414,1,69,42,7,8,107,8,0,9,34,-20,72,3730,151,1,146,0,7,7
24654,2016,3115941,100,40,10414,1,69,42,7,7,44,8,0,9,35,-18,81,3419,148,1,143,0,7,7
25299,2017,3115941,2345,41,10414,1,69,42,7,7,44,8,0,9,34,-15,80,3677,144,1,131,0,7,7
9488,1996,3116026,10247,20,6902,1,59,44,7,7,44,8,0,9,32,-22,97,3906,149,1,132,0,7,7
10196,1997,3116026,10247,21,6916,1,59,44,8,7,44,8,0,9,37,-20,103,3562,149,1,121,1,7,7
10807,1998,3116026,10247,22,6916,1,59,44,7,7,44,8,0,9,35,-13,82,3732,154,1,119,1,8,7
11341,1999,3116026,10247,23,6916,1,59,44,7,7,44,8,0,9,39,-24,91,2539,157,1,100,1,7,8
12356,2000,3116026,10247,24,6916,1,59,44,7,7,44,8,0,9,33,-17,81,3242,145,1,112,1,7,7
13279,2001,3116026,10247,25,6916,1,59,44,7,7,44,8,0,9,35,-12,85,3340,139,1,112,1,7,7
13853,2002,3116026,10247,26,6902,1,59,44,7,7,44,8,0,9,37,-12,98,3665,142,1,124,1,7,7
14664,2003,3116026,10247,27,6902,1,59,44,7,7,44,8,0,9,34,-17,87,3888,150,1,149,1,7,7
15122,2004,3116026,10247,28,6902,1,59,44,7,7,44,8,0,9,32,-23,76,3971,149,1,143,1,7,7
16273,2005,3116026,10247,29,6902,1,59,44,7,7,44,8,0,9,36,-14,91,3476,158,1,131,1,7,7
17239,2006,3116026,16835,30,6902,1,59,44,7,7,44,8,0,9,35,-14,103,4070,148,1,131,1,7,7
17826,2007,3116026,18225,31,6902,1,59,44,7,6,44,8,0,9,37,-21,87,3000,147,1,122,1,7,7
18497,2008,3116026,18225,32,6902,1,59,44,7,6,44,8,0,9,34,-16,96,3412,146,1,135,1,7,7
19538,2009,3116026,18225,33,6902,1,59,44,7,6,44,8,0,9,31,-20,87,3977,158,1,135,1,7,7
20389,2010,3116026,18225,34,6902,1,59,44,8,6,44,8,0,9,36,-15,60,2835,148,1,110,2,7,7
21158,2011,3116026,18225,35,6902,1,59,44,8,6,44,8,0,9,37,-17,80,4197,142,1,152,2,8,7
21847,2012,3116026,18191,36,6902,1,59,44,7,7,44,8,0,9,40,-11,90,3250,152,1,120,2,8,8
22494,2013,3116026,18191,37,6902,1,59,44,7,7,44,8,0,9,35,-19,107,3427,147,1,142,2,7,8
23596,2014,3116026,18191,38,6902,1,59,44,7,7,44,8,0,9,34,-22,94,3249,145,1,143,2,7,7
23951,2015,3116026,18191,39,6902,1,59,44,7,7,107,8,0,9,34,-20,72,3730,151,1,146,2,7,7
24656,2016,3116026,18191,40,6902,1,59,44,7,7,44,8,0,9,35,-18,81,3419,148,1,143,2,7,7
25301,2017,3116026,15977,41,6902,1,59,44,7,7,44,8,0,9,34,-15,80,3677,144,1,131,2,7,7
9489,1996,3116034,10247,20,6902,1,59,44,7,7,44,8,0,9,32,-22,97,3906,149,1,132,0,7,7
10197,1997,3116034,10247,21,6916,1,59,44,8,7,44,8,0,9,37,-20,103,3562,149,1,121,1,7,7
10980,1998,3116034,10247,22,6916,1,59,44,7,7,44,8,0,9,35,-13,82,3732,154,1,119,1,8,7
11342,1999,3116034,10247,23,6916,1,59,44,7,7,44,8,0,9,39,-24,91,2539,157,1,100,1,7,8
12357,2000,3116034,10247,24,6916,1,59,44,7,7,44,8,0,9,33,-17,81,3242,145,1,112,1,7,7
13280,2001,3116034,10247,25,6916,1,59,44,7,7,44,8,0,9,35,-12,85,3340,139,1,112,1,7,7
14226,2002,3116034,10247,26,6902,1,59,44,7,7,44,8,0,9,37,-12,98,3665,142,1,124,1,7,7
