,Year,Structure Number,Avg Daily Traffic,Age,Deck Area,Structure Type,Max Span Length,Deck Width,Deck Rating,Str Evl Apr,Operating Rating (Tons),District,108C - Deck Protection Code,Wrng Surf Type Code,Maximum Temperature,Minimum Temperature,Number of Freeze-Thaw Cycles,Time of Wetness,Prevailing Wind Direction,Mean Wind Speed,Number of Days with Measurable Precipitation,Maintenance Count,Previous Record 1,Previous Record 2
13029,2001,3109062,100,38,8603,1,73,35,7,7,44,8,0,9,35,-12,90,3337,134,0,119,0,7,7
13828,2002,3109062,100,39,8603,1,73,35,7,7,44,8,0,9,38,-11,98,3609,140,0,133,0,7,7
14747,2003,3109062,100,40,8603,1,73,35,7,7,44,8,0,9,34,-15,87,3823,147,0,148,0,7,7
15737,2004,3109062,100,41,8603,1,73,35,7,8,44,8,0,9,33,-24,79,3961,144,0,156,0,7,7
15960,2005,3109062,100,42,8603,1,73,35,7,8,44,8,0,9,38,-14,94,3472,156,0,139,0,7,7
17007,2006,3109062,100,43,8603,1,73,35,7,7,44,8,0,9,37,-13,100,3950,144,0,132,0,7,7
17713,2007,3109062,100,44,8603,1,73,35,6,7,44,8,0,9,38,-23,90,2953,145,0,120,0,7,7
18919,2008,3109062,100,45,8603,1,73,35,6,7,44,8,0,9,37,-15,101,3283,144,0,125,0,6,7
19674,2009,3109062,100,46,8603,1,73,35,6,7,44,8,0,9,33,-21,86,3853,152,0,140,0,6,6
19984,2010,3109062,100,47,8603,1,73,35,6,7,44,8,0,9,37,-14,65,2879,142,0,111,0,6,6
21089,2011,3109062,100,48,8603,1,73,35,6,7,44,8,0,9,38,-17,86,4201,135,0,150,0,6,6
21607,2012,3109062,100,49,8603,1,73,35,6,7,44,8,0,9,41,-11,95,3234,145,0,122,0,6,6
22419,2013,3109062,100,50,8603,1,73,35,7,7,44,8,0,9,35,-16,107,3462,138,0,143,1,6,6
23563,2014,3109062,2690,51,8603,1,73,35,7,7,44,8,0,9,35,-23,94,3215,140,0,142,1,7,6
23901,2015,3109062,2690,52,8603,1,73,35,7,7,107,8,0,9,35,-20,72,3707,145,0,139,1,7,7
24578,2016,3109062,2690,53,8603,1,73,35,7,7,44,8,0,9,37,-15,83,3460,143,0,141,1,7,7
25566,2017,3109062,145897,54,8603,1,73,35,7,7,44,8,0,9,34,-14,80,3741,139,0,133,1,7,7
9725,1996,3109097,1000,35,37862,1,85,88,7,6,44,8,0,9,33,-20,97,3873,146,0,135,0,7,7
10159,1997,3109097,1000,36,37862,1,85,88,7,6,44,8,0,9,35,-19,105,3546,145,0,119,0,7,7
10861,1998,3109097,1000,37,37862,1,85,88,7,6,44,8,0,9,35,-12,81,3669,149,0,118,0,7,7
11755,1999,3109097,1000,38,37862,1,85,88,7,6,44,8,0,9,38,-23,90,2588,151,0,95,0,7,7
12032,2000,3109097,1000,39,37862,1,85,88,7,6,44,8,0,9,33,-16,84,3222,139,0,109,0,7,7
12877,2001,3109097,1000,40,37862,1,85,88,7,6,44,8,0,9,35,-12,90,3337,134,0,119,0,7,7
13829,2002,3109097,1000,41,37862,1,85,88,7,6,44,8,0,9,38,-11,98,3609,140,0,133,0,7,7
14748,2003,3109097,1000,42,37862,1,85,88,7,6,44,8,0,9,34,-15,87,3823,147,0,148,0,7,7
15738,2004,3109097,1000,43,37862,1,85,88,7,6,44,8,0,9,33,-24,79,3961,144,0,156,0,7,7
16279,2005,3109097,1000,44,37862,1,85,88,7,6,44,8,0,9,38,-14,94,3472,156,0,139,0,7,7
17019,2006,3109097,1000,45,37862,1,85,88,7,6,44,8,0,9,37,-13,100,3950,144,0,132,0,7,7
17714,2007,3109097,1000,46,37862,1,85,88,6,6,44,8,0,9,38,-23,90,2953,145,0,120,0,7,7
18920,2008,3109097,1000,47,37862,1,85,88,6,6,44,8,0,9,37,-15,101,3283,144,0,125,0,6,7
19675,2009,3109097,1000,48,37862,1,85,88,6,5,44,8,0,9,33,-21,86,3853,152,0,140,0,6,6
19990,2010,3109097,1000,49,37862,1,85,88,6,5,44,8,0,9,37,-14,65,2879,142,0,111,0,6,6
20635,2011,3109097,1000,50,37862,1,85,88,6,5,44,8,0,9,38,-17,86,4201,135,0,150,0,6,6
21608,2012,3109097,1000,51,37862,1,85,88,6,7,44,8,0,9,41,-11,95,3234,145,0,122,0,6,6
22430,2013,3109097,1000,52,37862,1,85,88,6,7,44,8,0,9,35,-16,107,3462,138,0,143,0,6,6
23564,2014,3109097,1000,53,37862,1,85,88,7,7,44,8,0,9,35,-23,94,3215,140,0,142,1,6,6
23902,2015,3109097,1000,54,37862,1,85,88,7,6,107,8,0,9,35,-20,72,3707,145,0,139,1,7,6
24579,2016,3109097,1000,55,37862,1,85,88,7,6,44,8,0,9,37,-15,83,3460,143,0,141,1,7,7
25567,2017,3109097,10417,56,37862,1,85,88,7,6,44,8,0,9,34,-14,80,3741,139,0,133,1,7,7
9726,1996,3109127,14290,35,11669,1,118,42,6,6,44,8,0,9,33,-20,97,3873,146,0,135,0,6,6
10124,1997,3109127,14290,36,11669,1,118,42,6,6,44,8,0,9,35,-19,105,3546,145,0,119,0,6,6
10597,1998,3109127,14290,37,11669,1,118,42,6,6,44,8,0,9,35,-12,81,3669,149,0,118,0,6,6
11756,1999,3109127,14290,38,11669,1,118,42,7,7,44,8,0,9,38,-23,90,2588,151,0,95,1,6,6
12033,2000,3109127,14290,39,11669,1,118,42,7,7,44,8,0,9,33,-16,84,3222,139,0,109,1,7,6
12911,2001,3109127,14290,40,11669,1,118,42,7,7,44,8,0,9,35,-12,90,3337,134,0,119,1,7,7
13830,2002,3109127,14290,41,11669,1,118,42,7,7,44,8,0,9,38,-11,98,3609,140,0,133,1,7,7
14749,2003,3109127,14290,42,11669,1,118,42,7,7,44,8,0,9,34,-15,87,3823,147,0,148,1,7,7
15739,2004,3109127,7448,43,11669,1,118,42,7,7,44,8,0,9,33,-24,79,3961,144,0,156,1,7,7
16280,2005,3109127,7448,44,11669,1,118,42,7,7,44,8,0,9,38,-14,94,3472,156,0,139,1,7,7
17020,2006,3109127,7448,45,11669,1,118,42,7,7,44,8,0,9,37,-13,100,3950,144,0,132,1,7,7
17715,2007,3109127,7448,46,11669,1,118,42,6,6,44,8,0,9,38,-23,90,2953,145,0,120,1,7,7
18921,2008,3109127,7448,47,11669,1,118,42,6,6,44,8,0,9,37,-15,101,3283,144,0,125,1,6,7
19676,2009,3109127,7448,48,11669,1,118,42,6,6,44,8,0,9,33,-21,86,3853,152,0,140,1,6,6
19991,2010,3109127,7448,49,11669,1,118,42,6,6,44,8,0,9,37,-14,65,2879,142,0,111,1,6,6
20636,2011,3109127,7448,50,11669,1,118,42,6,6,44,8,0,9,38,-17,86,4201,135,0,150,1,6,6
21613,2012,3109127,7448,51,11669,1,118,42,6,6,44,8,0,9,41,-11,95,3234,145,0,122,1,6,6
22543,2013,3109127,7448,52,11669,1,118,42,6,7,44,8,0,9,35,-16,107,3462,138,0,143,1,6,6
23565,2014,3109127,7448,53,11669,1,118,42,6,7,44,8,0,9,35,-23,94,3215,140,0,142,1,6,6
23903,2015,3109127,7448,54,11669,1,118,42,6,7,107,8,0,9,35,-20,72,3707,145,0,139,1,6,6
24580,2016,3109127,7448,55,11669,1,118,42,6,7,44,8,0,9,37,-15,83,3460,143,0,141,1,6,6
25568,2017,3109127,7448,56,11669,1,118,42,6,7,44,8,0,9,34,-14,80,3741,139,0,133,1,6,6
9727,1996,3109186,100,35,2844,1,69,35,7,7,44,8,0,9,33,-20,97,3873,146,0,135,0,7,7
10125,1997,3109186,100,36,2844,1,69,35,7,6,44,8,0,9,35,-19,105,3546,145,0,119,0,7,7
10598,1998,3109186,100,37,2844,1,69,35,7,7,44,8,0,9,35,-12,81,3669,149,0,118,0,7,7
11757,1999,3109186,100,38,2844,1,69,35,7,7,44,8,0,9,38,-23,90,2588,151,0,95,0,7,7
12112,2000,3109186,100,39,2844,1,69,35,7,7,44,8,0,9,33,-16,84,3222,139,0,109,0,7,7
12912,2001,3109186,100,40,2844,1,69,35,7,7,44,8,0,9,35,-12,90,3337,134,0,119,0,7,7
13831,2002,3109186,100,41,2844,1,69,35,8,6,44,8,0,9,38,-11,98,3609,140,0,133,1,7,7
14750,2003,3109186,7535,42,2844,1,69,35,8,6,44,8,0,9,34,-15,87,3823,147,0,148,1,8,7
15740,2004,3109186,7535,43,2844,1,69,35,8,6,44,8,0,9,33,-24,79,3961,144,0,156,1,8,8
16281,2005,3109186,7535,44,2844,1,69,35,8,6,44,8,0,9,38,-14,94,3472,156,0,139,1,8,8
17021,2006,3109186,7535,45,2844,1,69,35,7,6,44,8,0,9,37,-13,100,3950,144,0,132,1,8,8
17716,2007,3109186,7535,46,2844,1,69,35,7,6,44,8,0,9,38,-23,90,2953,145,0,120,1,7,8
19012,2008,3109186,7535,47,2844,1,69,35,7,6,44,8,0,9,37,-15,101,3283,144,0,125,1,7,7
19684,2009,3109186,7535,48,2844,1,69,35,7,6,44,8,0,9,33,-21,86,3853,152,0,140,1,7,7
19992,2010,3109186,7535,49,2844,1,69,35,7,6,44,8,0,9,37,-14,65,2879,142,0,111,1,7,7
20637,2011,3109186,7535,50,2844,1,69,35,7,6,44,8,0,9,38,-17,86,4201,135,0,150,1,7,7
21855,2012,3109186,7535,51,2844,1,69,35,7,6,44,8,0,9,41,-11,95,3234,145,0,122,1,7,7
22544,2013,3109186,7535,52,2844,1,69,35,7,6,44,8,0,9,35,-16,107,3462,138,0,143,1,7,7
23566,2014,3109186,7535,53,2844,1,69,35,7,6,44,8,0,9,35,-23,94,3215,140,0,142,1,7,7
23904,2015,3109186,7535,54,2844,1,69,35,7,6,107,8,0,9,35,-20,72,3707,145,0,139,1,7,7
25132,2016,3109186,7535,55,2844,1,69,35,7,6,44,8,0,9,37,-15,83,3460,143,0,141,1,7,7
25808,2017,3109186,7535,56,2844,1,69,35,8,6,44,8,0,9,34,-14,80,3741,139,0,133,2,7,7
9728,1996,3109216,1000,35,8849,1,84,51,7,6,44,8,0,9,33,-20,97,3873,146,0,135,0,7,7
10088,1997,3109216,1000,36,8849,1,84,51,7,6,44,8,0,9,35,-19,105,3546,145,0,119,0,7,7
10599,1998,3109216,1000,37,8849,1,84,51,7,6,44,8,0,9,35,-12,81,3669,149,0,118,0,7,7
11758,1999,3109216,1000,38,8849,1,84,51,7,6,44,8,0,9,38,-23,90,2588,151,0,95,0,7,7
12113,2000,3109216,1000,39,8849,1,84,51,7,7,44,8,0,9,33,-16,84,3222,139,0,109,0,7,7
12913,2001,3109216,1000,40,8849,1,84,51,7,7,44,8,0,9,35,-12,90,3337,134,0,119,0,7,7
13675,2002,3109216,1000,41,8849,1,84,51,7,7,44,8,0,9,38,-11,98,3609,140,0,133,0,7,7
14751,2003,3109216,1000,42,8849,1,84,51,7,7,44,8,0,9,34,-15,87,3823,147,0,148,0,7,7
15741,2004,3109216,1000,43,8849,1,84,51,7,7,44,8,0,9,33,-24,79,3961,144,0,156,0,7,7
16282,2005,3109216,1000,44,8849,1,84,51,7,7,44,8,0,9,38,-14,94,3472,156,0,139,0,7,7
17022,2006,3109216,1000,45,8849,1,84,51,7,7,44,8,0,9,37,-13,100,3950,144,0,132,0,7,7
17647,2007,3109216,1000,46,8849,1,84,51,6,6,44,8,0,9,38,-23,90,2953,145,0,120,0,7,7
19013,2008,3109216,1000,47,8849,1,84,51,6,6,44,8,0,9,37,-15,101,3283,144,0,125,0,6,7
19685,2009,3109216,1000,48,8849,1,84,51,6,6,44,8,0,9,33,-21,86,3853,152,0,140,0,6,6
19993,2010,3109216,1000,49,8849,1,84,51,6,6,44,8,0,9,37,-14,65,2879,142,0,111,0,6,6
20695,2011,3109216,1000,50,8849,1,84,51,6,6,44,8,0,9,38,-17,86,4201,135,0,150,0,6,6
21856,2012,3109216,1000,51,8849,1,84,51,7,6,44,8,0,9,41,-11,95,3234,145,0,122,1,6,6
22545,2013,3109216,1000,52,8849,1,84,51,7,6,44,8,0,9,35,-16,107,3462,138,0,143,1,7,6
23572,2014,3109216,1000,53,8849,1,84,51,7,6,44,8,0,9,35,-23,94,3215,140,0,142,1,7,7
23905,2015,3109216,1000,54,8849,1,84,51,7,6,107,8,0,9,35,-20,72,3707,145,0,139,1,7,7
25133,2016,3109216,1000,55,8849,1,84,51,7,6,44,8,0,9,37,-15,83,3460,143,0,141,1,7,7
25809,2017,3109216,10316,56,8849,1,84,51,7,6,44,8,0,9,34,-14,80,3741,139,0,133,1,7,7
9729,1996,3109240,1000,35,8698,1,85,51,7,6,44,8,0,9,33,-20,97,3873,146,0,135,0,7,7
10089,1997,3109240,1000,36,8698,1,85,51,7,6,44,8,0,9,35,-19,105,3546,145,0,119,0,7,7
10600,1998,3109240,1000,37,8698,1,85,51,7,6,44,8,0,9,35,-12,81,3669,149,0,118,0,7,7
11762,1999,3109240,1000,38,8698,1,85,51,7,6,44,8,0,9,38,-23,90,2588,151,0,95,0,7,7
12034,2000,3109240,1000,39,8698,1,85,51,7,7,44,8,0,9,33,-16,84,3222,139,0,109,0,7,7
13107,2001,3109240,1000,40,8698,1,85,51,7,7,44,8,0,9,35,-12,90,3337,134,0,119,0,7,7
13784,2002,3109240,1000,41,8698,1,85,51,7,7,44,8,0,9,38,-11,98,3609,140,0,133,0,7,7
14752,2003,3109240,1000,42,8698,1,85,51,7,7,44,8,0,9,34,-15,87,3823,147,0,148,0,7,7
15742,2004,3109240,1000,43,8698,1,85,51,7,7,44,8,0,9,33,-24,79,3961,144,0,156,0,7,7
16283,2005,3109240,1000,44,8698,1,85,51,7,7,44,8,0,9,38,-14,94,3472,156,0,139,0,7,7
17023,2006,3109240,1000,45,8698,1,85,51,7,7,44,8,0,9,37,-13,100,3950,144,0,132,0,7,7
17648,2007,3109240,1000,46,8698,1,85,51,7,6,44,8,0,9,38,-23,90,2953,145,0,120,0,7,7
19014,2008,3109240,1000,47,8698,1,85,51,7,6,44,8,0,9,37,-15,101,3283,144,0,125,0,7,7
19686,2009,3109240,1000,48,8698,1,85,51,7,6,44,8,0,9,33,-21,86,3853,152,0,140,0,7,7
19994,2010,3109240,1000,49,8698,1,85,51,7,6,44,8,0,9,37,-14,65,2879,142,0,111,0,7,7
20696,2011,3109240,1000,50,8698,1,85,51,7,6,44,8,0,9,38,-17,86,4201,135,0,150,0,7,7
21857,2012,3109240,1000,51,8698,1,85,51,7,6,44,8,0,9,41,-11,95,3234,145,0,122,0,7,7
22546,2013,3109240,1000,52,8698,1,85,51,7,6,44,8,0,9,35,-16,107,3462,138,0,143,0,7,7
23573,2014,3109240,1000,53,8698,1,85,51,7,6,44,8,0,9,35,-23,94,3215,140,0,142,0,7,7
23906,2015,3109240,1000,54,8698,1,85,51,7,6,107,8,0,9,35,-20,72,3707,145,0,139,0,7,7
25134,2016,3109240,1000,55,8698,1,85,51,7,6,44,8,0,9,37,-15,83,3460,143,0,141,0,7,7
25810,2017,3109240,10316,56,8698,1,85,51,7,6,44,8,0,9,34,-14,80,3741,139,0,133,0,7,7
9730,1996,3109275,146607,35,30839,1,55,154,7,7,44,8,0,9,33,-20,97,3873,146,0,135,0,7,7
10090,1997,3109275,142938,36,30839,1,55,154,7,7,44,8,0,9,35,-19,105,3546,145,0,119,0,7,7
10601,1998,3109275,142938,37,30839,1,55,154,6,7,44,8,0,9,35,-12,81,3669,149,0,118,0,7,7
11763,1999,3109275,142938,38,30839,1,55,154,7,6,44,8,0,9,38,-23,90,2588,151,0,95,1,6,7
12035,2000,3109275,142938,39,30839,1,55,154,7,7,44,8,0,9,33,-16,84,3222,139,0,109,1,7,6
13108,2001,3109275,142938,40,30839,1,55,154,7,7,44,8,0,9,35,-12,90,3337,134,0,119,1,7,7
13785,2002,3109275,142938,41,30839,1,55,154,7,7,44,8,0,9,38,-11,98,3609,140,0,133,1,7,7
14753,2003,3109275,142938,42,30839,1,55,154,7,7,44,8,0,9,34,-15,87,3823,147,0,148,1,7,7
15743,2004,3109275,142938,43,30839,1,55,154,7,7,44,8,0,9,33,-24,79,3961,144,0,156,1,7,7
16284,2005,3109275,142938,44,30839,1,55,154,7,7,44,8,0,9,38,-14,94,3472,156,0,139,1,7,7
17024,2006,3109275,161467,45,30839,1,55,154,7,7,44,8,0,9,37,-13,100,3950,144,0,132,1,7,7
17649,2007,3109275,154416,46,30839,1,55,154,6,6,44,8,0,9,38,-23,90,2953,145,0,120,1,7,7
19015,2008,3109275,154416,47,30839,1,55,154,6,6,44,8,0,9,37,-15,101,3283,144,0,125,1,6,7
19687,2009,3109275,154416,48,30839,1,55,154,6,6,44,8,0,9,33,-21,86,3853,152,0,140,1,6,6
20000,2010,3109275,154416,49,30839,1,55,154,6,7,44,8,0,9,37,-14,65,2879,142,0,111,1,6,6
20697,2011,3109275,154416,50,30839,1,55,154,6,7,44,8,0,9,38,-17,86,4201,135,0,150,1,6,6
21858,2012,3109275,172567,51,30839,1,55,154,6,7,44,8,0,9,41,-11,95,3234,145,0,122,1,6,6
22552,2013,3109275,172567,52,30839,1,55,154,6,7,44,8,0,9,35,-16,107,3462,138,0,143,1,6,6
23574,2014,3109275,172567,53,30839,1,55,154,7,7,44,8,0,9,35,-23,94,3215,140,0,142,2,6,6
23907,2015,3109275,172567,54,30839,1,55,154,6,7,44,8,0,9,35,-20,72,3707,145,0,139,2,7,6
25135,2016,3109275,172567,55,30839,1,55,154,7,7,44,8,0,9,37,-15,83,3460,143,0,141,3,6,7
25320,2017,3109275,143847,56,30839,1,55,154,7,7,44,8,0,9,34,-14,80,3741,139,0,133,3,7,6
9512,1996,3109305,146607,35,24612,1,70,140,7,7,44,8,0,4,33,-20,97,3873,146,0,135,0,7,7
10175,1997,3109305,155551,36,24612,1,70,140,7,6,44,8,0,4,35,-19,105,3546,145,0,119,0,7,7
10602,1998,3109305,155551,37,24612,1,70,140,6,6,44,8,0,4,35,-12,81,3669,149,0,118,0,7,7
11794,1999,3109305,155551,38,24612,1,70,140,7,7,44,8,0,4,38,-23,90,2588,151,0,95,1,6,7
12036,2000,3109305,155551,39,24612,1,70,140,7,7,44,8,0,4,33,-16,84,3222,139,0,109,1,7,6
13109,2001,3109305,155551,40,24612,1,70,140,7,7,44,8,0,4,35,-12,90,3337,134,0,119,1,7,7
13786,2002,3109305,155551,41,24612,1,70,140,7,7,44,8,0,4,38,-11,98,3609,140,0,133,1,7,7
14754,2003,3109305,155800,42,24612,1,70,140,7,7,44,8,0,4,34,-15,87,3823,147,0,148,1,7,7
15744,2004,3109305,155800,43,24612,1,70,140,7,7,44,8,0,4,33,-24,79,3961,144,0,156,1,7,7
16285,2005,3109305,155800,44,24612,1,70,140,7,7,44,8,0,4,38,-14,94,3472,156,0,139,1,7,7
17025,2006,3109305,155800,45,24612,1,70,140,7,7,44,8,0,4,37,-13,100,3950,144,0,132,1,7,7
17650,2007,3109305,163190,46,24612,1,70,140,6,6,44,8,0,4,38,-23,90,2953,145,0,120,1,7,7
18727,2008,3109305,163190,47,24612,1,70,140,6,6,44,8,0,4,37,-15,101,3283,144,0,125,1,6,7
19731,2009,3109305,163190,48,24612,1,70,140,6,6,44,8,0,4,33,-21,86,3853,152,0,140,1,6,6
20001,2010,3109305,163190,49,24612,1,70,140,6,7,44,8,0,4,37,-14,65,2879,142,0,111,1,6,6
20698,2011,3109305,163190,50,24612,1,70,140,6,7,44,8,0,4,38,-17,86,4201,135,0,150,1,6,6
21859,2012,3109305,180470,51,24612,1,70,140,6,7,44,8,0,4,41,-11,95,3234,145,0,122,1,6,6
22553,2013,3109305,180470,52,24612,1,70,140,6,7,44,8,0,4,35,-16,107,3462,138,0,143,1,6,6
23575,2014,3109305,180470,53,24612,1,70,140,7,7,44,8,0,4,35,-23,94,3215,140,0,142,2,6,6
23908,2015,3109305,180470,54,24612,1,70,140,7,7,44,8,0,4,35,-20,72,3707,145,0,139,2,7,6
25136,2016,3109305,180470,55,24555,1,70,140,7,7,44,8,0,4,37,-15,83,3460,143,0,141,2,7,7
25321,2017,3109305,143847,56,24555,1,70,140,7,7,44,8,0,4,34,-14,80,3741,139,0,133,2,7,7
9513,1996,3109364,146607,35,28458,1,50,150,7,7,44,8,0,9,33,-20,97,3873,146,0,135,0,7,7
10176,1997,3109364,155800,36,28458,1,50,150,7,7,44,8,0,9,35,-19,105,3546,145,0,119,0,7,7
10603,1998,3109364,155800,37,28458,1,50,150,6,7,44,8,0,9,35,-12,81,3669,149,0,118,0,7,7
11795,1999,3109364,155800,38,28458,1,50,150,7,7,44,8,0,9,38,-23,90,2588,151,0,95,1,6,7
12082,2000,3109364,155800,39,28458,1,50,150,7,7,44,8,0,9,33,-16,84,3222,139,0,109,1,7,6
13110,2001,3109364,155800,40,28458,1,50,150,7,7,44,8,0,9,35,-12,90,3337,134,0,119,1,7,7
13787,2002,3109364,155800,41,28458,1,50,150,7,7,44,8,0,9,38,-11,98,3609,140,0,133,1,7,7
14755,2003,3109364,155800,42,28458,1,50,150,7,7,44,8,0,9,34,-15,87,3823,147,0,148,1,7,7
15745,2004,3109364,155800,43,28458,1,50,150,7,7,44,8,0,9,33,-24,79,3961,144,0,156,1,7,7
16291,2005,3109364,155800,44,28458,1,50,150,7,7,44,8,0,9,38,-14,94,3472,156,0,139,1,7,7
17026,2006,3109364,168460,45,28458,1,50,150,7,7,44,8,0,9,37,-13,100,3950,144,0,132,1,7,7
17651,2007,3109364,163190,46,28458,1,50,150,6,6,44,8,0,9,38,-23,90,2953,145,0,120,1,7,7
18728,2008,3109364,163190,47,28458,1,50,150,6,6,44,8,0,9,37,-15,101,3283,144,0,125,1,6,7
19732,2009,3109364,163190,48,28458,1,50,150,6,6,44,8,0,9,33,-21,86,3853,152,0,140,1,6,6
20002,2010,3109364,163190,49,28458,1,50,150,6,6,44,8,0,9,37,-14,65,2879,142,0,111,1,6,6
20699,2011,3109364,163190,50,28458,1,50,150,6,6,44,8,0,9,38,-17,86,4201,135,0,150,1,6,6
21860,2012,3109364,180470,51,28458,1,50,150,6,6,44,8,0,9,41,-11,95,3234,145,0,122,1,6,6
22554,2013,3109364,180470,52,28458,1,50,150,6,6,44,8,0,9,35,-16,107,3462,138,0,143,1,6,6
23576,2014,3109364,180470,53,28458,1,50,150,7,6,44,8,0,9,35,-23,94,3215,140,0,142,2,6,6
23909,2015,3109364,180470,54,28458,1,50,150,6,6,44,8,0,9,35,-20,72,3707,145,0,139,2,7,6
25137,2016,3109364,180470,55,28458,1,50,150,7,7,44,8,0,9,37,-15,83,3460,143,0,141,3,6,7
25322,2017,3109364,143847,56,28458,1,50,150,7,7,44,8,0,9,34,-14,80,3741,139,0,133,3,7,6
9514,1996,3109399,73303,35,13709,1,65,85,7,7,44,8,0,9,33,-20,97,3873,146,0,135,0,7,7
10177,1997,3109399,77900,36,13709,1,65,85,7,7,44,8,0,9,35,-19,105,3546,145,0,119,0,7,7
10604,1998,3109399,77900,37,13709,1,65,85,7,7,44,8,0,9,35,-12,81,3669,149,0,118,0,7,7
11796,1999,3109399,77900,38,13709,1,65,85,7,7,44,8,0,9,38,-23,90,2588,151,0,95,0,7,7
12083,2000,3109399,77900,39,13709,1,65,85,7,7,44,8,0,9,33,-16,84,3222,139,0,109,0,7,7
13111,2001,3109399,77900,40,13709,1,65,85,7,7,44,8,0,9,35,-12,90,3337,134,0,119,0,7,7
13995,2002,3109399,77900,41,13709,1,65,85,7,7,44,8,0,9,38,-11,98,3609,140,0,133,0,7,7
14756,2003,3109399,77900,42,13709,1,65,85,7,7,44,8,0,9,34,-15,87,3823,147,0,148,0,7,7
15746,2004,3109399,77900,43,13709,1,65,85,7,7,44,8,0,9,33,-24,79,3961,144,0,156,0,7,7
16292,2005,3109399,77900,44,13709,1,65,85,7,7,44,8,0,9,38,-14,94,3472,156,0,139,0,7,7
17227,2006,3109399,84230,45,13709,1,65,85,7,7,44,8,0,9,37,-13,100,3950,144,0,132,0,7,7
17652,2007,3109399,81595,46,13709,1,65,85,6,6,44,8,0,9,38,-23,90,2953,145,0,120,0,7,7
18729,2008,3109399,81595,47,13709,1,65,85,6,6,44,8,0,9,37,-15,101,3283,144,0,125,0,6,7
19733,2009,3109399,81595,48,13709,1,65,85,6,6,44,8,0,9,33,-21,86,3853,152,0,140,0,6,6
20442,2010,3109399,81595,49,13709,1,65,85,6,6,44,8,0,9,37,-14,65,2879,142,0,111,0,6,6
20700,2011,3109399,81595,50,13709,1,65,85,6,6,44,8,0,9,38,-17,86,4201,135,0,150,0,6,6
21861,2012,3109399,90235,51,13709,1,65,85,7,6,44,8,0,9,41,-11,95,3234,145,0,122,1,6,6
22555,2013,3109399,90235,52,13709,1,65,85,7,7,44,8,0,9,35,-16,107,3462,138,0,143,1,7,6
23582,2014,3109399,90235,53,13709,1,65,85,7,7,44,8,0,9,35,-23,94,3215,140,0,142,1,7,7
23910,2015,3109399,90235,54,13709,1,65,85,7,7,107,8,0,9,35,-20,72,3707,145,0,139,1,7,7
25138,2016,3109399,90235,55,13709,1,65,85,7,7,44,8,0,9,37,-15,83,3460,143,0,141,1,7,7
25323,2017,3109399,71924,56,13709,1,65,85,7,7,44,8,0,9,34,-14,80,3741,139,0,133,1,7,7
9597,1996,3109429,73303,35,17596,1,64,109,7,7,44,8,0,9,33,-20,97,3873,146,0,135,0,7,7
10178,1997,3109429,77900,36,17596,1,64,109,7,7,44,8,0,9,35,-19,105,3546,145,0,119,0,7,7
10572,1998,3109429,77900,37,17596,1,64,109,7,7,44,8,0,9,35,-12,81,3669,149,0,118,0,7,7
11797,1999,3109429,77900,38,17596,1,64,109,7,7,44,8,0,9,38,-23,90,2588,151,0,95,0,7,7
12084,2000,3109429,77900,39,17596,1,64,109,7,7,44,8,0,9,33,-16,84,3222,139,0,109,0,7,7
13112,2001,3109429,77900,40,17596,1,64,109,7,7,44,8,0,9,35,-12,90,3337,134,0,119,0,7,7
13996,2002,3109429,77900,41,17596,1,64,109,7,7,44,8,0,9,38,-11,98,3609,140,0,133,0,7,7
14757,2003,3109429,77900,42,17596,1,64,109,7,7,44,8,0,9,34,-15,87,3823,147,0,148,0,7,7
15747,2004,3109429,77900,43,17596,1,64,109,8,8,44,8,0,9,33,-24,79,3961,144,0,156,1,7,7
16293,2005,3109429,77900,44,17596,1,64,109,8,8,44,8,0,9,38,-14,94,3472,156,0,139,1,8,7
17228,2006,3109429,84230,45,17596,1,64,109,7,7,44,8,0,9,37,-13,100,3950,144,0,132,1,8,8
17653,2007,3109429,81595,46,17596,1,64,109,7,6,44,8,0,9,38,-23,90,2953,145,0,120,1,7,8
18730,2008,3109429,81595,47,17596,1,64,109,6,6,44,8,0,9,37,-15,101,3283,144,0,125,1,7,7
19734,2009,3109429,81595,48,17596,1,64,109,6,6,44,8,0,9,33,-21,86,3853,152,0,140,1,6,7
20443,2010,3109429,81595,49,17596,1,64,109,6,7,44,8,0,9,37,-14,65,2879,142,0,111,1,6,6
20701,2011,3109429,81595,50,17596,1,64,109,6,6,44,8,0,9,38,-17,86,4201,135,0,150,1,6,6
21862,2012,3109429,90235,51,17596,1,64,109,7,6,44,8,0,9,41,-11,95,3234,145,0,122,2,6,6
22556,2013,3109429,90235,52,17596,1,64,109,7,7,44,8,0,9,35,-16,107,3462,138,0,143,2,7,6
22944,2014,3109429,90235,53,17596,1,64,109,7,7,44,8,0,9,35,-23,94,3215,140,0,142,2,7,7
23911,2015,3109429,90235,54,17596,1,64,109,7,7,107,8,0,9,35,-20,72,3707,145,0,139,2,7,7
25139,2016,3109429,90235,55,17596,1,64,109,7,7,44,8,0,9,37,-15,83,3460,143,0,141,2,7,7
25324,2017,3109429,71924,56,17596,1,64,109,7,7,44,8,0,9,34,-14,80,3741,139,0,133,2,7,7
9598,1996,3109453,26750,33,6747,1,107,30,7,6,44,8,0,9,33,-20,97,3873,146,0,135,0,7,7
